Organization Name,Organization Name URL,Website,LinkedIn
Safehub,https://www.crunchbase.com/organization/safehub-9e6d,http://www.safehub.io,https://www.linkedin.com/company/safehub-inc/
Bunch,https://www.crunchbase.com/organization/bunch-ai,http://bunch.ai,https://www.linkedin.com/company/bunchai/
Pison,https://www.crunchbase.com/organization/pison,http://www.pison.com/,https://www.linkedin.com/company/pison-technology-inc/
EvaBot,https://www.crunchbase.com/organization/evabot-inc,https://www.evabot.ai/,
Era Software,https://www.crunchbase.com/organization/eradb,https://era.co,
1910 Genetics,https://www.crunchbase.com/organization/1910-genetics,http://www.1910genetics.com/,https://www.linkedin.com/company/1910genetics
Halla,https://www.crunchbase.com/organization/halla,https://www.halla.io,https://www.linkedin.com/company/halla-taste-intelligence
Allganize,https://www.crunchbase.com/organization/allganize,https://www.allganize.ai/,https://www.linkedin.com/company/allganize/
FINESSE,https://www.crunchbase.com/organization/finesse-05d4,https://www.finesse.us,https://www.linkedin.com/company/finesseus/
Alife,https://www.crunchbase.com/organization/alife-health,https://www.alifehealth.com,https://www.linkedin.com/company/alife-health
Bot MD,https://www.crunchbase.com/organization/botmd,https://www.botmd.io,https://www.linkedin.com/company/botmd
Yembo,https://www.crunchbase.com/organization/yembo,https://yembo.ai,https://www.linkedin.com/company/yembo
Botco.ai,https://www.crunchbase.com/organization/botco-ai,http://botco.ai/,https://www.linkedin.com/company/botco.ai
interviewIA,https://www.crunchbase.com/organization/interviewia,https://interviewia.com/,https://www.linkedin.com/company/interviewia/
PiiQ Media & Risk,https://www.crunchbase.com/organization/piiq-media,https://www.piiqmedia.com,https://www.linkedin.com/company/piiq-media
ZeroEyes,https://www.crunchbase.com/organization/zeroeyes,https://zeroeyes.com/,https://www.linkedin.com/company/zeroeyes-ai
retrain.ai,https://www.crunchbase.com/organization/retrain-ai,https://www.retrain.ai/,https://www.linkedin.com/company/53140527/
KingsCrowd,https://www.crunchbase.com/organization/kingscrowd,https://kingscrowd.com/,https://www.linkedin.com/company/kingscrowd
Scalarr,https://www.crunchbase.com/organization/scalarr,http://scalarr.io,https://www.linkedin.com/company/scalarr/
FundGuard,https://www.crunchbase.com/organization/fundguard,https://www.fundguard.com/,https://www.linkedin.com/company/fundguard/
SuperOps.ai,https://www.crunchbase.com/organization/superops-ai,http://superops.ai,https://www.linkedin.com/company/superops-ai/
Bedrock Ocean Exploration,https://www.crunchbase.com/organization/bedrock-53bc,https://bedrockocean.com/,https://www.linkedin.com/company/bedrockocean/about/?viewAsMember=true
Relimetrics,https://www.crunchbase.com/organization/relimetrics,https://www.relimetrics.com/,https://linkedin.com/company/relimetrics
K Health,https://www.crunchbase.com/organization/kang-health,http://www.khealth.ai,https://www.linkedin.com/company/k-health-inc
XP Health,https://www.crunchbase.com/organization/xp-health,http://xphealth.co,https://www.linkedin.com/company/xphealth/
Aromyx,https://www.crunchbase.com/organization/aromyx,http://www.aromyx.com,https://www.linkedin.com/company/aromyx-corporation?trk=top_nav_home
Emmersion,https://www.crunchbase.com/organization/emmersion-learning,https://emmersion.ai,https://www.linkedin.com/company/emmersion-ai
"Snorble, Inc.",https://www.crunchbase.com/organization/snorble-inc,https://snorble.com,https://www.linkedin.com/company/snorble
Evinced,https://www.crunchbase.com/organization/evinced,https://www.evinced.com,https://www.linkedin.com/company/evinced/
HealthTensor,https://www.crunchbase.com/organization/healthtensor,http://www.healthtensor.com,https://www.linkedin.com/company-beta/17900748/
Syllable,https://www.crunchbase.com/organization/syllable,https://syllable.ai,https://www.linkedin.com/company/syllableai
Latitude,https://www.crunchbase.com/organization/latitude-9172,https://latitude.io/,https://www.linkedin.com/company/latitude-games/
OtterTune,https://www.crunchbase.com/organization/ottertune,https://ottertune.com/,https://www.linkedin.com/company/ottertune
Empire,https://www.crunchbase.com/organization/empire-3f1f,https://getempire.com,https://www.linkedin.com/company/empireworkplace
Reduct,https://www.crunchbase.com/organization/reduct,https://reduct.video,
Counterpart,https://www.crunchbase.com/organization/counterpart-7676,https://www.yourcounterpart.com/,https://www.linkedin.com/company/yourcounterpart/
Expedock,https://www.crunchbase.com/organization/expedock,https://www.expedock.com/,https://www.linkedin.com/company/tul-ai
rct AI,https://www.crunchbase.com/organization/rct-ai,https://rct.ai/,https://www.linkedin.com/company/rct-ai
42Layers,https://www.crunchbase.com/organization/42layers,https://42Layers.io,
OxeFit,https://www.crunchbase.com/organization/oxefit,https://www.oxefit.com/,https://www.linkedin.com/company/oxefit
Personal AI by Human AI Labs,https://www.crunchbase.com/organization/personalai,https://personal.ai,https://www.linkedin.com/company/personalai
Home Lending Pal,https://www.crunchbase.com/organization/home-lending-pal,https://www.homelendingpal.com,https://www.linkedin.com/company/home-lending-pal/
Sosivio,https://www.crunchbase.com/organization/sosivio,https://sosiv.io/,https://www.linkedin.com/company/sosivio
Viam,https://www.crunchbase.com/organization/viam-5684,https://www.viam.com,https://www.linkedin.com/company/viaminc
Wallaroo,https://www.crunchbase.com/organization/sendence,http://www.wallaroo.ai,https://www.linkedin.com/company/5398024
InsightFinder,https://www.crunchbase.com/organization/insightfinder-inc,https://insightfinder.com,https://www.linkedin.com/company/insightfinder-inc.
"NarrativeWave, Inc.",https://www.crunchbase.com/organization/narrativewave-inc,http://www.narrativewave.com,https://www.linkedin.com/company/4814629/
Phiar Technologies,https://www.crunchbase.com/organization/phiar-technologies-inc,https://www.phiar.net,https://www.linkedin.com/company/11179272/
Language I/O,https://www.crunchbase.com/organization/language-i-o,http://languageio.com,https://www.linkedin.com/company/languageio/
DeepSee.ai,https://www.crunchbase.com/organization/deepsee-ai,https://deepsee.ai/,https://www.linkedin.com/company/deepsee/
"Tastry, Inc.",https://www.crunchbase.com/organization/tastry-inc,http://tastry.com/,
Ozette Technologies,https://www.crunchbase.com/organization/ozette-technologies,https://www.ozette.ai,https://www.linkedin.com/company/ozette
PLLAY Labs,https://www.crunchbase.com/organization/pllay-labs,http://www.pllay.me/,https://www.linkedin.com/company/pllaylabs/
AlphaICs,https://www.crunchbase.com/organization/alphaics-corporation,http://www.alphaics.ai,https://www.linkedin.com/company/10955114/
XGen,https://www.crunchbase.com/organization/xgen,https://www.xgen.ai/,https://www.linkedin.com/company/xgenesis/
Maple,https://www.crunchbase.com/organization/maple-93be,https://www.growmaple.com/,https://www.linkedin.com/company/growmaple/
Yobs,https://www.crunchbase.com/organization/yobs-technologies-inc,http://www.yobstech.com,https://www.linkedin.com/company/yobs-technologies
Darvis,https://www.crunchbase.com/organization/darvis-inc,https://www.darvis.com,https://www.linkedin.com/company/9237905
Shield AI,https://www.crunchbase.com/organization/shield-ai,http://www.shield.ai,https://www.linkedin.com/company/shield-ai/
Sturish,https://www.crunchbase.com/organization/sturish,https://www.sturish.com/,https://www.linkedin.com/company/sturish/
Ablacon,https://www.crunchbase.com/organization/ablacon,http://ablacon.com/,https://www.linkedin.com/company/ablacon/
TWOSENSE.AI,https://www.crunchbase.com/organization/twosense-inc,https://www.twosense.ai,https://www.linkedin.com/company/twosense.ai
Phood,https://www.crunchbase.com/organization/phood-7ae6,https://www.phoodsolutions.com,https://www.linkedin.com/company/phood-llc
PainQx,https://www.crunchbase.com/organization/painqx,http://www.painqx.com,https://www.linkedin.com/company/painqx
Alan AI,https://www.crunchbase.com/organization/alan,https://alan.app,https://www.linkedin.com/company/alanai
Artist Republik,https://www.crunchbase.com/organization/artist-republik,https://artistrepublik.com,https://www.linkedin.com/company/artist-republik/?trk=similar-pages_result-card_full-click&originalSubdomain=ph
Sesh,https://www.crunchbase.com/organization/sesh-9f12,https://www.gosesh.com,https://www.linkedin.com/company/goseshyourself/
Perceiver AI,https://www.crunchbase.com/organization/perceiver-ai,https://perceiver.ai,https://www.linkedin.com/company/perceiver
Zadar Labs,https://www.crunchbase.com/organization/zadar,https://www.zadarlabs.com/,https://www.linkedin.com/company/34738167/admin/
Kriptos,https://www.crunchbase.com/organization/kriptos,https://www.kriptos.io/,https://www.linkedin.com/company/kriptos/
AXON Networks,https://www.crunchbase.com/organization/axon-networks,https://www.axon-networks.com/,https://www.linkedin.com/company/axon-networks-inc/about/
Kleeen Software,https://www.crunchbase.com/organization/kleeen-software,https://kleeen.software,https://www.linkedin.com/company/kleeen-software/
Derq,https://www.crunchbase.com/organization/derq,http://en.derq.com,https://www.linkedin.com/company/derq
Apres,https://www.crunchbase.com/organization/apres-7af0,http://www.apres.io,https://www.linkedin.com/company/apresdotio/
Sift Healthcare,https://www.crunchbase.com/organization/sift-medical-data,https://www.sifthealthcare.com/,https://www.linkedin.com/company/sift-healthcare/
Corigine,https://www.crunchbase.com/organization/corigine,https://www.corigine.com/,
SambaNova Systems,https://www.crunchbase.com/organization/sambanova-systems,https://www.sambanovasystems.com,https://www.linkedin.com/company/sambanova-systems
NeuroVision Imaging,https://www.crunchbase.com/organization/neurovision-imaging,http://neurovision.com,
Clearstep,https://www.crunchbase.com/organization/clearstep,https://www.clearstep.health,https://www.linkedin.com/company/clearstep
Anno.Ai,https://www.crunchbase.com/organization/anno-ai,https://anno.ai/,https://www.linkedin.com/company/anno-ai
DigitalOwl,https://www.crunchbase.com/organization/digitalowl-e5e4,https://www.digitalowl.com/,https://www.linkedin.com/company/digitalowlai/
Docyt,https://www.crunchbase.com/organization/docyt,https://www.docyt.com,https://www.linkedin.com/company/docyt
Anthill AI,https://www.crunchbase.com/organization/anthill-ai,https://www.anthillai.com/,https://www.linkedin.com/company/anthill-ai/
Rejoy Health,https://www.crunchbase.com/organization/rejoyhealth,https://www.rejoyhealth.com/,https://www.linkedin.com/company/rejoyhealth/
"Thrio, Inc.",https://www.crunchbase.com/organization/thrio-inc,http://www.thrio.com,https://www.linkedin.com/company/thrio-inc/
Ayraa AI,https://www.crunchbase.com/organization/ayraa-ai,https://www.ayraa.ai,https://www.linkedin.com/company/ayraa/
Roviero,https://www.crunchbase.com/organization/roviero-inc,http://www.roviero.com,
Syrup Tech,https://www.crunchbase.com/organization/syrup-2837,https://syrup.tech,https://www.linkedin.com/company/syrup-tech
FiVerity,https://www.crunchbase.com/organization/FiVerity,https://fiverity.com/,https://www.linkedin.com/company/fiverity/
Everestlabs.AI,https://www.crunchbase.com/organization/everestlabs-ai,http://www.everestlabs.ai,https://www.linkedin.com/company/everestlabsai/
Bloomfield Robotics,https://www.crunchbase.com/organization/bloomfield-robotics,https://bloomfield.ai,https://www.linkedin.com/company/bloomfield-robotics/
EPICA,https://www.crunchbase.com/organization/epica,https://www.epica.ai/,https://www.linkedin.com/company/epica-ai/
Inorganic Intelligence,https://www.crunchbase.com/organization/inorganic-intelligence,https://inorganicintelligence.ai/,
Wonder Dynamics,https://www.crunchbase.com/organization/wonder-dynamics,https://www.wonderdynamics.com/,https://www.linkedin.com/company/wonder-dynamics
Perception Health,https://www.crunchbase.com/organization/perception-health,https://www.perceptionhealth.com,https://www.linkedin.com/company/perception-health/
Varuna,https://www.crunchbase.com/organization/varuna,https://www.varunaiot.com/,https://www.linkedin.com/company/varuna-tech/
Rebric,https://www.crunchbase.com/organization/rebric,http://rebric.io,https://www.linkedin.com/company/compliabletech/
Cognitive Space,https://www.crunchbase.com/organization/cognitive-space,https://cognitivespace.com,
Singularity.AI,https://www.crunchbase.com/organization/singularity-ai,http://www.singularity.ai/,https://www.linkedin.com/company/singularity-ai/
Vyrill,https://www.crunchbase.com/organization/vyrill,http://www.vyrill.com/,https://www.linkedin.com/company/vyrill-inc-
MutualMarkets,https://www.crunchbase.com/organization/mutualmarkets,https://www.mutualmarkets.net/,
Ruth Health,https://www.crunchbase.com/organization/ruth-health,https://www.ruthhealth.com/,https://www.linkedin.com/company/ruthhealth
NeuTrace,https://www.crunchbase.com/organization/neutrace,https://www.neutrace.com,https://www.linkedin.com/company/neutrace
Mendel.ai,https://www.crunchbase.com/organization/mendel-health,https://mendel.ai/,https://www.linkedin.com/company/mendel-ai/
Qualifi,https://www.crunchbase.com/organization/qualifi,https://qualifi.hr,https://www.linkedin.com/company/qualifihr/
Narrativa,https://www.crunchbase.com/organization/narrative-visualization,http://narrativa.com,https://www.linkedin.com/company/9329868
Respira Labs,https://www.crunchbase.com/organization/respira-labs,http://www.respiralabs.com/,https://www.linkedin.com/company/respiralabs
CatapultX,https://www.crunchbase.com/organization/catapult-b4fa,https://www.catapultx.com,http://www.linkedin.com/company/catapultx/
Bountiful,https://www.crunchbase.com/organization/bountiful,https://bountiful.ag/,https://www.linkedin.com/company/bountifulag/
Argoid,https://www.crunchbase.com/organization/argoid,https://argoid.ai/,https://www.linkedin.com/company/argoid
Oveit,https://www.crunchbase.com/organization/oveit,https://www.oveit.com,https://www.linkedin.com/company/10806287/
Metaverse AI,https://www.crunchbase.com/organization/vera-ai,https://www.vera-ai.com/,
Labelbox,https://www.crunchbase.com/organization/labelbox,https://labelbox.com,https://www.linkedin.com/company/labelbox
OpenSpace,https://www.crunchbase.com/organization/openspace-ai,http://openspace.ai/,https://www.linkedin.com/company/openspace.ai/
Cresta,https://www.crunchbase.com/organization/cresta,https://www.cresta.com/,https://www.linkedin.com/company/cresta-inc/
Whelp,https://www.crunchbase.com/organization/whelp,https://getwhelp.com,https://www.linkedin.com/company/whelp/
Globaleur,https://www.crunchbase.com/organization/globaleur,https://www.globaleur.com/,https://www.linkedin.com/company/18293820/
Riff Analytics,https://www.crunchbase.com/organization/riff-learning,https://www.riffanalytics.ai,https://www.linkedin.com/company/riff-analytics
"PRECILY, INC.",https://www.crunchbase.com/organization/precily-private-limited,http://precily.com,https://www.linkedin.com/company/precily/
Formotiv,https://www.crunchbase.com/organization/formotiv,http://formotiv.com,https://www.linkedin.com/company/formotiv
Jerry,https://www.crunchbase.com/organization/jerry-3,https://getjerry.com/,https://www.linkedin.com/company/jerryinc/
CARFIT,https://www.crunchbase.com/organization/carfit,http://www.car.fit,https://www.linkedin.com/company/carfit-corp./
"EarthSense, Inc.",https://www.crunchbase.com/organization/earthsense,https://www.earthsense.co,https://www.linkedin.com/company/earthsense-inc/
Allelica,https://www.crunchbase.com/organization/allelica,https://www.allelica.com/,https://www.linkedin.com/company/allelica/
Path Robotics,https://www.crunchbase.com/organization/path-robotics,http://www.path-robotics.com,https://www.linkedin.com/company/path-robotics
Pubinno,https://www.crunchbase.com/organization/pubinno,http://www.pubinno.com/,https://www.linkedin.com/company/pubinno
Full Speed Automation,https://www.crunchbase.com/organization/full-speed-automation,https://www.fsauto.ai,https://www.linkedin.com/company/fullspeedautomation
News Break,https://www.crunchbase.com/organization/news-break,http://www.newsbreak.com/about,https://www.linkedin.com/company/particle-media-inc-
UptimeAI,https://www.crunchbase.com/organization/uptimeai,https://www.uptimeai.com/,https://www.linkedin.com/company/uptimeai-inc/
Flaist,https://www.crunchbase.com/organization/flaist,https://www.flaist.com,https://www.linkedin.com/company/flaist/
InSync,https://www.crunchbase.com/organization/insync-c17a,https://www.insync.ai/,https://www.linkedin.com/company/insyncai/about/
Kalendar AI,https://www.crunchbase.com/organization/kriya-ai,https://kalendar.ai,
VocaliD,https://www.crunchbase.com/organization/vocalid,https://vocalid.ai,https://www.linkedin.com/company/vocalid
Disruptel,https://www.crunchbase.com/organization/disruptel-inc,https://www.disruptel.com,https://www.linkedin.com/company/disruptel/
Clarigent Health,https://www.crunchbase.com/organization/clarigent-health,https://clarigenthealth.com/,https://www.linkedin.com/company/clarigent-health/
Paige,https://www.crunchbase.com/organization/paige-ai,https://www.paige.ai,https://www.linkedin.com/company/paige-ai
Simporter,https://www.crunchbase.com/organization/simporter,https://www.simporter.com/,https://www.linkedin.com/company/simporter/
Jabord,https://www.crunchbase.com/organization/jabord-inc,http://www.jabord.com,https://www.linkedin.com/company/jabord-inc.
GoodJob Software,https://www.crunchbase.com/organization/goodjob-8d20,https://www.goodjob.io,https://www.linkedin.com/company/thegoodjobteam
Keydabra,https://www.crunchbase.com/organization/keydabra,http://www.keydabra.com,https://www.linkedin.com/company/keydabra
Altis,https://www.crunchbase.com/organization/altis-movement-technologies-inc,https://altis.ai,https://www.linkedin.com/company/altis-movement-technologies
"Shotzr, Inc.",https://www.crunchbase.com/organization/shotzr,https://www.shotzr.com/,https://www.linkedin.com/company/shotzr/
Applied XL,https://www.crunchbase.com/organization/applied-xl,https://www.appliedxl.com/,https://www.linkedin.com/company/appliedxl/
Spherical Defense,https://www.crunchbase.com/organization/spherical-defence-labs,http://sphericaldefense.com,https://www.linkedin.com/company/spherical-defence-labs-llc/
Emoshape Inc.,https://www.crunchbase.com/organization/emoshape,http://www.emoshape.com,https://www.linkedin.com/company-beta/2613142/
Verijet,https://www.crunchbase.com/organization/verijet,https://verijet.net/,
Analyttica Datalab Inc.,https://www.crunchbase.com/organization/analyttica,https://www.analyttica.com/,https://www.linkedin.com/company/analyttica-datalab-pvt-ltd-/
Soap Health,https://www.crunchbase.com/organization/soap-health,https://soap.health/,https://www.linkedin.com/company/geneyes/
Advocat AI,https://www.crunchbase.com/organization/advocat,https://advocat.ai/,https://www.linkedin.com/company/advocat-technologies
Compose.AI,https://www.crunchbase.com/organization/compose-ai,http://www.compose.ai/,https://www.linkedin.com/company/compose-ai
Junction AI,https://www.crunchbase.com/organization/junction-ai,https://www.junction.ai/,https://www.linkedin.com/company/junctionai/
HEXANIKA,https://www.crunchbase.com/organization/hexanika,http://www.hexanika.com,http://www.linkedin.com/company/hexanika
Basil Systems,https://www.crunchbase.com/organization/basil-systems-inc,https://www.basilsystems.com,
MetaSpark,https://www.crunchbase.com/organization/metaspark,https://metaspark.io,https://www.linkedin.com/company/metaspark-corporation/
Nextera Robotics,https://www.crunchbase.com/organization/nextera-workforce,https://nexterarobotics.com/,
Clearbrief,https://www.crunchbase.com/organization/clearbrief-ai,https://clearbrief.ai,https://www.linkedin.com/company/clearbrief
Lawfully,https://www.crunchbase.com/organization/lawfully,https://www.lawfully.com/,https://www.linkedin.com/company/lawfully
Agency MVP,https://www.crunchbase.com/organization/agency-mvp,https://www.agencymvp.com/,https://www.linkedin.com/company/agency-mvp
"Modality.AI, Inc",https://www.crunchbase.com/organization/modality-ai,https://hello.modality.ai/home,https://www.linkedin.com/company/modality-ai/
KinoTek,https://www.crunchbase.com/organization/kinotek,https://kinoteksoftware.com/,https://www.linkedin.com/company/kinoteksoftware
RazorMetrics,https://www.crunchbase.com/organization/razormetrics,https://razormetrics.com/,https://www.linkedin.com/company/razormetrics/about/
Helios Data,https://www.crunchbase.com/organization/helios-data,https://www.heliosdata.com,https://www.linkedin.com/company/helios-data-inc/about/
Diffgram,https://www.crunchbase.com/organization/diffgram,https://diffgram.com/,https://www.linkedin.com/company/diffgram
Gatik,https://www.crunchbase.com/organization/gatik-ai,http://www.gatik.ai/,https://www.linkedin.com/company/gatik_ai/
Hedgedesk,https://www.crunchbase.com/organization/hedgedesk,https://www.thehedgedesk.com,https://www.linkedin.com/company/hedgedesk/
"Gradient Health, Inc",https://www.crunchbase.com/organization/gradient-health-inc,https://gradienthealth.ai,
Vivun,https://www.crunchbase.com/organization/vivun-inc,https://www.vivun.com,https://www.linkedin.com/company/vivun/
WealthBlock,https://www.crunchbase.com/organization/wealthblock,https://wealthblock.ai,https://www.linkedin.com/company/wealthblock
Pandemic Insights,https://www.crunchbase.com/organization/pandemic-insights,https://www.pandemic-insights.com/,
Moodbit,https://www.crunchbase.com/organization/moodbit,http://www.mymoodbit.com,https://www.linkedin.com/company/moodbit/
Stargazr,https://www.crunchbase.com/organization/stargazr,https://stargazr.ai/,https://www.linkedin.com/company/stargazr/
MuukTest,https://www.crunchbase.com/organization/muuktest,https://muuktest.com/,https://www.linkedin.com/company/muuktest/
EdgeTheory,https://www.crunchbase.com/organization/edge-theory,https://edgetheory.com,https://www.linkedin.com/company/edgetheory
InterGen Data,https://www.crunchbase.com/organization/intergen-data,http://www.intergendata.com/,https://www.linkedin.com/company/intergen-data-inc/?originalSubdomain=in
Pipeline Equity,https://www.crunchbase.com/organization/pipeline-4,https://www.pipelineequity.com/,https://www.linkedin.com/company/pipeline-equity/
Dieta Health,https://www.crunchbase.com/organization/dieta,https://www.dietahealth.com/,https://www.linkedin.com/company/35577003
Uptime.ai,https://www.crunchbase.com/organization/eyepiece,http://www.uptime.ai,https://www.linkedin.com/company/uptimeai/
Venuelytics,https://www.crunchbase.com/organization/venuelytics,http://www.venuelytics.com,https://www.linkedin.com/company/venuelytics/
Crosschq,https://www.crunchbase.com/organization/crosschq,https://crosschq.com/,https://www.linkedin.com/company/crosschq
3Analytics,https://www.crunchbase.com/organization/3analytics,https://www.3analytics.com,https://www.linkedin.com/company/3analytics
Clear Child Psychology,https://www.crunchbase.com/organization/clear-child-psychology,https://clearchildpsychology.com/,https://www.linkedin.com/company/clearchildpsychology/
Ocean Freight Exchange,https://www.crunchbase.com/organization/ocean-freight-exchange,https://www.theofe.com,https://www.linkedin.com/company/10274297
"Inference Analytics, Inc.",https://www.crunchbase.com/organization/inference-analytics-inc,http://www.inferenceanalytics.com,https://www.linkedin.com/company/inference-analytics-inc./?viewAsMember=true
Liftians,https://www.crunchbase.com/organization/liftians,http://www.liftians.com,https://www.linkedin.com/company/12957794/
outloud.ai,https://www.crunchbase.com/organization/outloud-ai,https://outloud.ai/,https://www.linkedin.com/company/outloud-ai/
Granular.ai,https://www.crunchbase.com/organization/granular-6747,https://granular.ai,https://www.linkedin.com/company/granular-ai/
GOGO Band,https://www.crunchbase.com/organization/gogo-band,https://mygogoband.com/,
Teknoir,https://www.crunchbase.com/organization/teknoir,https://www.teknoir.ai/,https://www.linkedin.com/company/teknoir/
MixPose,https://www.crunchbase.com/organization/mixpose,https://mixpose.com,https://www.linkedin.com/company/mixpose
PatternAI,https://www.crunchbase.com/organization/patternai,http://www.patternai.co,https://www.linkedin.com/company/37273887
Aquaai,https://www.crunchbase.com/organization/aquaai,http://aquaai.com/,https://www.linkedin.com/company/aquaai-corp/
Defynance,https://www.crunchbase.com/organization/defynance,https://defynance.com,https://www.linkedin.com/company/defynance
TactileAI,https://www.crunchbase.com/organization/tactileai,http://www.tactileai.io,https://www.linkedin.com/company/tactileai/
FlexTal,https://www.crunchbase.com/organization/flextal,https://flextal.work,https://www.linkedin.com/company/flextal/about/
BALANCED Media Technology,https://www.crunchbase.com/organization/balanced-media-technology,http://www.balancedmediatechnology.com/,https://www.linkedin.com/company/balancedmt/
"SpIntellx, Inc.",https://www.crunchbase.com/organization/spintellx,https://www.spintellx.com/,https://www.linkedin.com/company/spintellx/
Envisionard,https://www.crunchbase.com/organization/envisionard,http://www.envisionard.com,https://www.linkedin.com/company/27044051
Atom,https://www.crunchbase.com/organization/atom-chat,https://atomchat.io/,https://www.linkedin.com/company/atomchat
Bodha.AI,https://www.crunchbase.com/organization/bodha-inc,https://bodha.ai,https://www.linkedin.com/company/bodha-inc/about/
OfColor,https://www.crunchbase.com/organization/ofcolor,http://www.ofcolor.com,https://www.linkedin.com/company/ofcolor
Red Mountain Scientific,https://www.crunchbase.com/organization/red-mountain-scientific,http://www.redmountainscientific.com/,https://www.linkedin.com/company/red-mountain-scientific/
Sibel Health,https://www.crunchbase.com/organization/sibel-health,https://www.sibelhealth.com,https://www.linkedin.com/company/sibel-health
Paper Crane,https://www.crunchbase.com/organization/paper-crane,https://papercrane.io/,https://www.linkedin.com/company/papercrane-io/about/
xiris,https://www.crunchbase.com/organization/xiris,https://xiris.ai,https://www.linkedin.com/company/xirisai
ORBAI,https://www.crunchbase.com/organization/orbai,https://www.orbai.ai/,https://www.linkedin.com/company/orbai/
evrmore,https://www.crunchbase.com/organization/evrmore,https://www.evrmore.io,https://www.linkedin.com/company/evrmore
Camdog Inc,https://www.crunchbase.com/organization/camdog-inc,https://camdog.ai,https://linkedin.com/company/camdog
Neuroscience Software,https://www.crunchbase.com/organization/neuroscience-software,http://neuroscience.software,https://www.linkedin.com/company/neurosciencesoftware/
SenseLoaf,https://www.crunchbase.com/organization/senseloaf,https://senseloaf.com/,https://www.linkedin.com/company/senseloaf/
Fêtefully,https://www.crunchbase.com/organization/fêtefully,https://www.fetefully.com,
Secret Chord Laboratories,https://www.crunchbase.com/organization/secret-chord-laboratories,https://www.secretchordlaboratories.com/,https://www.linkedin.com/company/secret-chord-laboratories/
Quantivly,https://www.crunchbase.com/organization/quantivly,https://www.quantivly.com,https://www.linkedin.com/company/quantivly
Banjo Health,https://www.crunchbase.com/organization/banjo-health,http://www.banjohealth.com,https://www.linkedin.com/company/banjo-health/
nyfty.ai,https://www.crunchbase.com/organization/nyfty-ai,https://nyfty.ai,https://www.linkedin.com/company/nyfty-ai/
Turing,https://www.crunchbase.com/organization/turing-video,http://www.turingvideo.com/,https://www.linkedin.com/company/turingvideo/
RYLTI,https://www.crunchbase.com/organization/rylti,https://www.rylti.com/,https://www.linkedin.com/company/rylti-llc/
Malamute,https://www.crunchbase.com/organization/malamute,http://malamute.us/,https://www.linkedin.com/company/malamute/
Marketing Artificial Intelligence Institute,https://www.crunchbase.com/organization/marketing-artificial-intelligence-institute,https://www.marketingaiinstitute.com/,https://www.linkedin.com/company/mktgai/
Ennoventure,https://www.crunchbase.com/organization/ennoventure,https://www.ennoventure.com,https://www.linkedin.com/company/ennoventure
Twelve Labs,https://www.crunchbase.com/organization/twelve-labs-62b5,http://twelvelabs.io/,https://www.linkedin.com/company/twelvelabs/
ePOP AI,https://www.crunchbase.com/organization/epop-ai,https://epoppay.com/,https://www.linkedin.com/company/epop-ai/
Oxys,https://www.crunchbase.com/organization/oxys,http://www.oxyscorp.com,https://www.linkedin.com/company/iiot-oxys
Rocketmat,https://www.crunchbase.com/organization/rocketmat-ai,http://rocketmat.com/,https://www.linkedin.com/company/rocketmat/
Predictive Trading Systems,https://www.crunchbase.com/organization/predictive-trading-systems,https://www.predictivetradingsystems.com/,https://www.linkedin.com/company/predictive-trading-systems/
"Kassa Trade, Inc.",https://www.crunchbase.com/organization/kassa-trade,https://kassatrade.com,https://www.linkedin.com/company/kassatrade
Iris Light Technologies,https://www.crunchbase.com/organization/iris-light-technologies,https://www.irislighttech.com/,https://www.linkedin.com/company/iris-light-tech
Geolumina,https://www.crunchbase.com/organization/geolumina,https://www.geolumina.ai/,https://www.linkedin.com/company/geolumina/
EyeGage,https://www.crunchbase.com/organization/eyegage,https://eyegage.com/,https://www.linkedin.com/company/eyegage
Sensai Analytics,https://www.crunchbase.com/organization/sensai-analytics,https://www.sensai-analytics.com/,
OTO Systems,https://www.crunchbase.com/organization/oto-systems-inc,https://www.oto.ai/,https://www.linkedin.com/company/oto-systems-inc/
LeanFM Technologies,https://www.crunchbase.com/organization/leanfm-technologies,http://www.leanfmtech.com/#aboutus,https://www.linkedin.com/company/leanfm-technologies-llc/about/
3ontessori,https://www.crunchbase.com/organization/3ontessori,https://3ontessori.com,
VirtuousAI,https://www.crunchbase.com/organization/virtuousai,https://virtuousai.com,https://www.linkedin.com/company/virtuousai/
Tasq,https://www.crunchbase.com/organization/tasq,https://www.tasqinc.com,https://www.linkedin.com/company/tasqinc
SAIRA,https://www.crunchbase.com/organization/saira,https://asksaira.com/,https://www.linkedin.com/company/asksaira/
Neatleaf,https://www.crunchbase.com/organization/neatleaf,https://neatleaf.com,https://www.linkedin.com/company/neatleaf
Vannevar Labs,https://www.crunchbase.com/organization/vannevar-labs,https://www.vannevarlabs.com/,
KineticAI,https://www.crunchbase.com/organization/kineticai,https://www.kineticai.com,https://linkedin.com/company/kineticai
Alectio,https://www.crunchbase.com/organization/alectio,https://www.alectio.com,https://www.linkedin.com/company/alectio
Pickle,https://www.crunchbase.com/organization/pickle-a7e4,https://pickleai.com,https://www.linkedin.com/company/pickleai/
Hyfe,https://www.crunchbase.com/organization/hyfe,https://www.hyfe.ai/,https://www.linkedin.com/company/hyfe
Tint.ai,https://www.crunchbase.com/organization/tint-ai,https://www.tint.ai,https://www.linkedin.com/company/11444940/
